"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"MONA MUNICIPAL DA PEDRA DE INOÃ",154,11,33,18,68,66,53,27,6,0
"MONA MUNICIPAL DA PEDRA DE ITAOCAIA",220,16,47,33,115,111,93,45,19,0
"MONA MUNICIPAL DA SERRA DO SOARINHO",1225,109,302,219,646,644,366,105,16,1
"MONA MUNICIPAL PEDRA DO CÃO SENTADO",7,2,0,3,6,6,6,5,1,0
"MONA PEDRA REDONDA",51,0,0,9,33,32,29,19,24,0
"MONA PICO DO FRADE",201,30,0,42,99,93,67,39,27,0
"MONA RECREIO DOS BANDEIRANTES",4,3,0,0,4,4,4,4,1,0
"PE COSTA DO SOL",2233,232,44,366,783,746,442,143,141,28
"PE CUNHAMBEBE",915,173,9,144,411,393,215,93,85,2
"PE DESENGANO",6334,651,69,652,1682,1585,657,197,310,8
"PE ILHA GRANDE",7903,345,70,821,1767,1669,818,252,531,26
"PE LAGOA DO AÇU",91,0,0,9,50,45,38,26,41,0
"PE MENDANHA",258,26,1,68,181,173,116,53,86,0
"PE PEDRA BRANCA",2014,312,22,387,890,846,413,137,169,6
"PE PEDRA SELADA",677,84,2,138,416,401,265,102,192,0
"PE SERRA DA CONCÓRDIA",408,60,1,96,190,187,140,70,33,0
"PE SERRA DA TIRIRICA",10621,570,332,588,1697,1615,743,201,207,15
"PE TRÊS PICOS",3713,375,107,593,1332,1265,513,162,257,7
"PARNA RESTINGA DE JURUBATIBA",3433,181,3,261,749,689,355,135,304,3
"PARNA SERRA DOS ÓRGÃOS",23920,1514,39,1457,3721,3513,1068,271,711,168
"PARNA TIJUCA",17551,1164,42,1167,3254,3045,1145,260,881,146
"PNM BARÃO DE MAUÁ",3,0,0,0,3,3,3,3,3,0
"PNM BOSQUE DA BARRA",166,8,23,44,97,90,73,40,22,1
"PNM CATACUMBA",190,16,3,54,78,77,70,37,5,0
"PNM CHICO MENDES",1947,146,14,272,585,537,316,121,153,0
"PNM CIDADE",178,35,1,15,80,79,67,43,29,0
"PNM CORAIS DE ARMAÇÃO DOS BÚZIOS",7,0,0,5,5,5,5,4,0,1
"PNM CÓRREGO DA LUZ",2,0,0,0,1,1,1,1,1,0
"PNM CURIÓ",1193,91,1,202,489,462,275,111,195,0
"PNM DARKE DE MATTOS",7,0,0,2,7,7,7,6,5,0
"PNM GRUMARI",790,71,0,204,330,310,218,95,55,5
"PNM JOSÉ GUILHERME MERQUIOR",1,0,0,1,1,1,1,1,0,0
"PNM MARAPENDI",225,26,3,66,106,101,82,41,11,0
"PNM MICO LEÃO DOURADO",7,4,0,1,5,5,4,3,0,0
"PNM MONTANHAS DE TERESÓPOLIS",46,1,0,17,20,20,17,14,2,0
"PNM MORADA DOS CORRÊAS",53,15,0,0,15,14,2,1,0,0
"PNM NITERÓI",3255,86,93,515,811,749,408,140,117,0
"PNM NOVA IGUAÇU",1569,90,27,208,486,437,242,98,161,6
"PNM PAISAGEM CARIOCA",343,57,0,90,217,206,150,68,70,1
"PNM PETRÓPOLIS",97,6,1,30,47,47,33,19,10,0
"PNM PRAINHA",461,66,3,129,252,239,172,74,54,2
"PNM RESTINGA DO BARRETO",21,6,0,5,18,18,17,10,7,0
"PNM RIO PARADO",37,8,0,17,32,32,23,21,7,0
"PNM ROCHA NEGRA",5,1,0,2,4,4,4,3,1,0
"PNM SABIÁ-LARANJEIRA DE ROSAL",57,12,0,18,41,41,36,28,11,0
"PNM SERRA DA CAPOEIRA GRANDE",41,5,1,4,17,16,15,9,7,0
"PNM SERRA DO BARBOSÃO",26,9,0,0,9,8,3,2,0,0
"PNM SERRA DO MENDANHA",1658,123,19,308,539,497,297,118,89,3
"PNM TERRAÇOS MARINHOS",37,0,0,34,34,34,34,28,0,0
"REFÚGIO DA VIDA SILVESTRE DO SUCAVÃO",22,0,0,6,6,6,3,2,0,0
"REVIS CAMPOS DE SERNAMBETIBA",2,0,0,1,1,1,1,1,0,0
"REVIS CHAUA",3,0,0,2,2,2,2,1,0,0
"REVIS ESTADUAL DA LAGOA DA TURFEIRA",2,0,0,1,1,1,1,1,0,0
"REVIS ESTADUAL DA SERRA DA ESTRELA",175,53,1,19,116,113,81,49,43,0
"REVIS MUNICIPAL DAS SERRAS DE MARICÁ",116,14,21,28,63,61,44,27,0,0
"REVIS SERRA DA CACUNDA",35,10,0,7,25,23,19,12,8,0
"REVIS SERRA DA PRATA",38,5,0,11,22,22,20,17,6,0
"REVIS SERRA DO IMBURI",5,0,0,0,3,3,3,3,3,0
"REVIS VENTANIA",4,2,0,2,4,4,4,2,0,0
"REBIO ARARAS",773,92,2,239,399,384,235,91,66,0
"REBIO ESTADUAL DA PRAIA DO SUL",4968,304,11,484,1341,1254,673,225,542,16
"REBIO ESTADUAL DE GUARATIBA",22,2,0,5,9,9,9,8,2,0
"REBIO POÇO DAS ANTAS",8210,638,40,432,1451,1377,594,174,341,4
"REBIO TINGUÁ",7262,692,23,692,1869,1787,728,202,462,11
"REBIO UNIÃO",3572,344,20,219,817,760,374,130,234,0
"RESEX MARINHA DE ITAIPU",15,0,0,7,7,7,7,6,0,0
"RESEX MARINHA DO ARRAIAL DO CABO",1278,106,4,160,478,429,287,115,208,7
"RPPN ALVORADA DO ITAVERÁ",27,0,1,19,21,20,18,18,1,0
"RPPN BACCHUS",198,31,6,35,103,100,69,37,31,5
"RPPN CAMPO ESCOTEIRO GERALDO HUGO NUNES",149,18,0,63,110,101,80,53,29,0
"RPPN CÉU DO MAR",34,6,0,0,13,13,7,6,7,0
"RPPN EL NAGUAL",813,63,12,194,319,292,184,105,50,1
"RPPN ELDORADO",34,8,9,3,20,20,14,9,0,0
"RPPN FAZENDA BOM RETIRO",8,1,0,3,4,4,4,4,0,0
"RPPN FAZENDA CARUARA",1038,38,5,116,304,275,172,85,145,0
"RPPN GOTAS AZUIS",8,2,0,2,4,4,3,3,0,0
"RPPN REMANSO DO ROCIO",4,0,0,3,3,3,3,2,0,0
"RPPN RESERVA ECOLÓGICA DE GUAPIAÇU",5,3,0,2,5,5,5,4,0,0
"RPPN RESERVA FLORESTAL ENGENHEIRO JOÃO FURTADO DE MENDONÇA",18,0,0,0,15,13,12,10,15,0
"RPPN SÍTIO DA LUZ",1,0,0,1,1,1,1,1,0,0
"RPPN TRÊS MORROS",5,0,0,2,2,2,2,1,0,0
"RPPN VALE DO PARAÍSO",277,8,1,33,122,101,77,59,80,0
"RPPN VERBICARO",3,0,0,0,3,3,3,3,3,0
